CIU_Nombre;CIU_Abreviatura;CIU_IdDepartamento;CIU_Estado
DAGUA;233;76;1
EL AGUILA;243;76;1
EL CAIRO;246;76;1
EL CERRITO;248;76;1
EL DOVIO;250;76;1
FLORIDA;275;76;1
GINEBRA;306;76;1
GUACARI;318;76;1
JAMUNDI;364;76;1
LA CUMBRE;377;76;1
LA UNION;400;76;1
LA VICTORIA;403;76;1
OBANDO;497;76;1
PALMIRA;520;76;1
PRADERA;563;76;1
RESTREPO;606;76;1
RIOFRIO;616;76;1
ROLDANILLO;622;76;1
SAN PEDRO;670;76;1
SEVILLA;736;76;1
TORO;823;76;1
TRUJILLO;828;76;1
TULUA;834;76;1
ULLOA;845;76;1
VERSALLES;863;76;1
VIJES;869;76;1
YOTOCO;890;76;1
YUMBO;892;76;1
ZARZAL;895;76;1
ARAUQUITA;65;81;1
CRAVO NORTE;220;81;1
FORTUL;300;81;1
PUERTO RONDON;591;81;1
SARAVENA;736;81;1
TAME;794;81;1
AGUAZUL;10;85;1
CHAMEZA;15;85;1
HATO COROZAL;125;85;1
LA SALINA;136;85;1
MANI;139;85;1
MONTERREY;162;85;1
NUNCHIA;225;85;1
OROCUE;230;85;1
PAZ DE ARIPORO;250;85;1
PORE;263;85;1
RECETOR;279;85;1
SABANALARGA;300;85;1
SACAMA;315;85;1
SAN LUIS DE PALENQUE;325;85;1
TAMARA;400;85;1
TAURAMENA;410;85;1
TRINIDAD;430;85;1
VILLANUEVA;440;85;1
COLON;219;86;1
ORITO;320;86;1
PUERTO ASIS;568;86;1
PUERTO CAICEDO;569;86;1
PUERTO GUZMAN;571;86;1
LEGUIZAMO;573;86;1
SIBUNDOY;749;86;1
SAN FRANCISCO;755;86;1
SAN MIGUEL;757;86;1
SANTIAGO;760;86;1
VALLE DEL GUAMUEZ;865;86;1
VILLAGARZON;885;86;1
PROVIDENCIA;564;88;1
EL ENCANTO;263;91;1
LA CHORRERA;405;91;1
LA PEDRERA;407;91;1
LA VICTORIA;430;91;1
MIRITI - PARANA;460;91;1
PUERTO ALEGRIA;530;91;1
PUERTO ARICA;536;91;1
PUERTO NARIÑO;540;91;1
PUERTO SANTANDER;669;91;1
TARAPACA;798;91;1
BARRANCO MINAS;343;94;1
MAPIRIPANA;663;94;1
SAN FELIPE;883;94;1
PUERTO COLOMBIA;884;94;1
LA GUADALUPE;885;94;1
CACAHUAL;886;94;1
PANA PANA;887;94;1
MORICHAL;888;94;1
CALAMAR;15;95;1
EL RETORNO;25;95;1
MIRAFLORES;200;95;1
CARURU;161;97;1
PACOA;511;97;1
TARAIRA;666;97;1
PAPUNAUA;777;97;1
YAVARATE;889;97;1
LA PRIMAVERA;524;99;1
SANTA ROSALIA;624;99;1
CUMARIBO;773;99;1
